Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests
202532455,Isaac,Jordan,Adams,Male,2002-02-22,United States,United States,(477) 804-5428,isaac.adams3@gmail.com,3270 Hill Boulevard,Boston,GA,94679,University of California--Berkeley,2.85,2.23; 3.27; 2.58; 2.54; 2.27; 3.92,81,41,5,"CS201, PSY101, EE301, PHYS101, DATA201",18,"Pandas, Deep Learning, SQL, Cybersecurity, Docker, PyTorch, C++","Time Management, Problem-solving, Leadership, Communication, Teamwork, Critical Thinking","Data Science, NLP, Artificial Intelligence","Software Engineer, ML Engineer, AI Researcher","Photography, Music, Sports, Reading",Reading/Writing,Alone,Late night,"Data Science, AI"
202259287,Delilah,Adeline,Baker,Female,2004-01-14,United States,United States,(775) 309-8749,delilah.baker73@gmail.com,"6055 Pine Street, Apt 100",Chicago,CA,22225,Yale University,2.49,2.1; 2.34; 3.37; 3.31,98,20,5,"PHYS101, PHYS101, MATH101, BIO202, AI501",18,"AWS, SQL, C++, Docker, Git, TensorFlow, Python, Java","Problem-solving, Teamwork, Critical Thinking, Communication, Time Management, Leadership",Machine Learning,"Software Engineer, ML Engineer, AI Researcher, Cybersecurity Analyst","Gaming, Cooking, Hiking, Music, Sports",Kinesthetic,Alone,Evening,"Data Science, Cybersecurity"
202440716,Chloe,Lucy,Carter,Female,2001-08-16,United States,United States,(249) 215-8992,chloe.carter75@gmail.com,5749 Elm Drive,Los Angeles,CA,86377,University of Texas at Austin,2.58,2.25; 3.93; 3.07,85,25,5,"BIO202, AI501, CS201, PSY101, ECON101",18,"Pandas, SQL, Python, PyTorch, Docker, Git","Problem-solving, Communication, Time Management, Critical Thinking, Teamwork","None, Cybersecurity","Data Scientist, AI Researcher","Cooking, Music, Photography, Sports, Gaming, Hiking",Visual,Alone,Afternoon,"AI, Computer Vision"
202411512,Maya,Axel,Roberts,Female,2003-04-05,United States,United States,(827) 626-9399,maya.roberts48@gmail.com,"1228 Park Drive, Apt 96",Miami,IL,27442,Cornell University,3.47,2.95; 2.26; 2.43; 2.6; 3.32,54,73,4,"PHYS101, PHYS101, ML502, DATA201",14,"R, JavaScript, TensorFlow, Java, Git, Machine Learning","Leadership, Time Management, Communication","Computer Vision, None, Machine Learning","Data Scientist, Cybersecurity Analyst","Music, Reading, Photography, Gaming, Sports",Kinesthetic,Alone,Morning,"Machine Learning, None, Cybersecurity, AI"
202509153,Elias,Layla,Flores,Male,2002-04-30,United States,United States,(760) 786-5227,elias.flores74@gmail.com,"5823 Cedar Avenue, Apt 79",New York,IL,39737,New York University,3.33,None,16,110,5,"ECON101, CYBER301, DATA201, PHYS101, BIO202",16,"Machine Learning, JavaScript, R, Python, Git, Java, Docker, AWS, TensorFlow","Time Management, Leadership, Teamwork, Critical Thinking","Artificial Intelligence, None","AI Researcher, Cybersecurity Analyst","Music, Cooking, Photography, Reading",Visual,Small group,Afternoon,Machine Learning
202041941,Julian,Liam,Gonzalez,Male,2003-06-30,United States,United States,(580) 281-4309,julian.gonzalez5@gmail.com,"2724 Lake Street, Apt 82",Boston,FL,18455,University of Michigan--Ann Arbor,2.54,2.82; 2.5; 3.4; 3.72; 2.58,91,26,6,"PSY101, MATH101, CYBER301, ML502, CYBER301, AI501",21,"R, Docker, C++","Time Management, Communication, Leadership, Teamwork","Computer Vision, Artificial Intelligence, None","Data Scientist, ML Engineer","Music, Photography",Visual,Online,Afternoon,"NLP, Data Science, None, AI, Cybersecurity"
202218770,Vivian,Parker,Flores,Female,2002-01-18,United States,United States,(919) 559-8401,vivian.flores77@gmail.com,4805 Elm Way,Houston,WA,30390,Carnegie Mellon University,3.43,2.81; 2.28,58,61,6,"CS101, EE301, DATA201, MATH101, BIO202, PHYS101",21,"Deep Learning, Cybersecurity, AWS, Pandas, Python, Machine Learning","Time Management, Communication, Teamwork, Leadership, Critical Thinking, Problem-solving","NLP, Machine Learning, Computer Vision, None","ML Engineer, Data Scientist, AI Researcher, Cybersecurity Analyst","Cooking, Hiking, Sports, Music, Reading, Photography",Auditory,Alone,Afternoon,"Machine Learning, AI, Computer Vision"
202292334,Kennedy,Ezra,Thomas,Female,2005-09-06,United States,United States,(301) 675-7519,kennedy.thomas24@gmail.com,8765 Oak Avenue,Houston,NY,37741,Johns Hopkins University,3.19,3.37,88,40,4,"ML502, CYBER301, PHYS101, DS401",13,"Cybersecurity, AWS, R, Pandas, Java, Python, JavaScript, TensorFlow, Git","Problem-solving, Communication, Teamwork","Artificial Intelligence, Machine Learning","Cybersecurity Analyst, Data Scientist, Software Engineer, AI Researcher","Cooking, Reading, Music, Hiking, Gaming, Photography",Visual,Alone,Evening,"Machine Learning, AI, NLP, Computer Vision, Data Science"
202233743,Charles,Matthew,Allen,Male,2001-09-19,United States,United States,(388) 815-4640,charles.allen13@gmail.com,8753 Maple Way,Denver,IL,48226,Northwestern University,3.96,None,102,8,5,"BIO202, DS401, MATH101, BIO202, DATA201",17,"TensorFlow, JavaScript, Cybersecurity, C++, AWS","Leadership, Critical Thinking, Communication, Problem-solving","None, Data Science, Machine Learning, Cybersecurity","Data Scientist, Cybersecurity Analyst, Software Engineer, ML Engineer","Reading, Cooking, Gaming, Photography, Hiking",Kinesthetic,Small group,Late night,"None, Computer Vision, Machine Learning, AI"
202402063,Jade,Gabriel,Gray,Female,2001-02-11,United States,United States,(532) 953-6440,jade.gray56@gmail.com,3929 Sunset Road,New York,TX,97106,Johns Hopkins University,3.92,3.97; 2.57; 2.86; 2.54; 3.75; 3.91,112,12,6,"AI501, ML502, PHYS101, ECON101, DS401, EE301",19,"SQL, Java, Cybersecurity, TensorFlow, JavaScript","Teamwork, Critical Thinking, Communication","Artificial Intelligence, Machine Learning, Computer Vision, NLP","Software Engineer, Data Scientist, ML Engineer","Gaming, Photography, Cooking, Hiking, Music, Reading",Reading/Writing,One-on-one,Evening,"Data Science, None, Machine Learning"
202132785,Robert,Maria,Wood,Male,2005-04-01,United States,United States,(749) 473-5861,robert.wood43@gmail.com,7086 Hill Road,Boston,MA,12477,Stanford University,3.87,3.68; 2.6; 2.82,109,3,5,"CS201, ECON101, MATH101, PSY101, MATH101",16,"Machine Learning, Python, Docker, SQL, PyTorch","Time Management, Critical Thinking, Leadership, Communication",,"Cybersecurity Analyst, AI Researcher","Reading, Photography, Hiking, Cooking",Visual,One-on-one,Late night,"NLP, Data Science, Computer Vision, AI, None"
202422232,Ayla,Ian,Cox,Female,2004-05-29,United States,United States,(234) 568-8498,ayla.cox76@gmail.com,5039 Pine Drive,Denver,IL,99574,University of Chicago,3.19,2.34; 3.0; 3.13; 3.17; 2.91; 3.63,74,45,5,"DS401, BIO202, CS201, CYBER301, DS401",16,"AWS, Java, R, Docker, Machine Learning","Teamwork, Critical Thinking, Time Management","Cybersecurity, None","AI Researcher, Software Engineer, Cybersecurity Analyst, Data Scientist","Music, Gaming, Photography, Sports",Visual,Alone,Afternoon,None
202094478,Leo,Grace,Murphy,Male,2001-07-31,United States,United States,(664) 567-5688,leo.murphy19@gmail.com,"7338 Lake Way, Apt 148",Los Angeles,GA,79027,Georgia Institute of Technology,3.53,2.47; 2.3; 3.77; 2.27; 3.33; 3.2,41,80,5,"ECON101, DS401, CS201, DS401, ECON101",16,"TensorFlow, Pandas, Deep Learning, AWS, Machine Learning, JavaScript","Teamwork, Time Management, Critical Thinking, Problem-solving","Machine Learning, None","ML Engineer, Data Scientist, AI Researcher","Hiking, Reading, Music, Photography, Sports, Gaming",Kinesthetic,Online,Late night,"Data Science, NLP"
202274986,Ruby,Caleb,Williams,Female,2003-05-11,United States,United States,(211) 398-2914,ruby.williams56@gmail.com,"9796 Elm Lane, Apt 75",Austin,NY,45213,Yale University,2.97,2.41,27,102,4,"DATA201, EE301, BIO202, EE301",13,"SQL, PyTorch, Pandas, Docker, Cybersecurity, JavaScript, Deep Learning","Time Management, Critical Thinking, Teamwork","None, NLP","Cybersecurity Analyst, AI Researcher, Software Engineer, Data Scientist","Gaming, Reading",Reading/Writing,One-on-one,Evening,"NLP, Machine Learning, AI, Cybersecurity, None"
202146807,Harper,Penelope,Evans,Female,2003-10-05,United States,United States,(202) 820-3842,harper.evans19@gmail.com,8482 Sunset Street,Atlanta,WA,49466,University of Wisconsin--Madison,3.86,3.59; 3.77; 2.39; 3.95; 2.44,97,23,5,"ECON101, EE301, MATH101, AI501, DATA201",18,"R, TensorFlow, Docker, JavaScript, Deep Learning, Git, Machine Learning, Python, Pandas","Teamwork, Problem-solving, Critical Thinking",,Data Scientist,"Gaming, Photography",Auditory,Small group,Afternoon,"Cybersecurity, Computer Vision"
202599939,Madison,Caleb,Ruiz,Female,2003-11-29,United States,United States,(637) 940-1809,madison.ruiz77@gmail.com,"5320 Cedar Way, Apt 111",Denver,CA,28023,University of Michigan--Ann Arbor,2.96,2.62; 2.2; 2.34; 3.7; 2.44,145,0,5,"AI501, DS401, PHYS101, ML502, DS401",18,"Git, Pandas, Python, Docker, TensorFlow, JavaScript, Java","Communication, Teamwork, Critical Thinking",,"Software Engineer, ML Engineer, AI Researcher, Cybersecurity Analyst","Photography, Sports, Gaming, Hiking, Music",Kinesthetic,Alone,Evening,"Computer Vision, Machine Learning"
202178694,Xavier,Claire,Perez,Male,2003-07-25,United States,United States,(735) 803-8101,xavier.perez26@gmail.com,"6196 Cedar Road, Apt 39",Miami,WA,11177,Carnegie Mellon University,3.5,3.91; 2.34,18,93,6,"AI501, CS101, DATA201, AI501, EE301, PSY101",22,"AWS, TensorFlow, PyTorch, Deep Learning, Pandas, Git, Cybersecurity, Python, Docker","Critical Thinking, Problem-solving, Time Management, Communication","Machine Learning, Artificial Intelligence, NLP, Cybersecurity","Cybersecurity Analyst, ML Engineer, Data Scientist","Hiking, Sports, Cooking",Kinesthetic,One-on-one,Afternoon,"Machine Learning, NLP, AI, None, Computer Vision"
202239968,Lucy,Leo,Lee,Female,2005-06-08,United States,United States,(275) 620-6826,lucy.lee7@gmail.com,9832 Oak Boulevard,Austin,TX,89383,University of Chicago,3.08,2.22,126,3,3,"BIO202, DATA201, CYBER301",10,"Pandas, C++, SQL","Communication, Teamwork, Leadership","Artificial Intelligence, Data Science","Software Engineer, Cybersecurity Analyst, ML Engineer, AI Researcher","Music, Photography, Cooking, Gaming, Sports",Reading/Writing,One-on-one,Morning,"Data Science, AI, Cybersecurity"
202127629,William,Madelyn,Cooper,Male,2005-07-14,United States,United States,(716) 682-1209,william.cooper83@gmail.com,"4967 Park Drive, Apt 136",Houston,WA,87798,University of California--Berkeley,3.47,2.03,34,80,4,"PHYS101, PSY101, CYBER301, DATA201",14,"R, Machine Learning, Python, TensorFlow, AWS, C++, Pandas, Java","Leadership, Communication, Critical Thinking, Teamwork, Time Management, Problem-solving",,"Software Engineer, Cybersecurity Analyst, Data Scientist","Gaming, Cooking, Photography, Sports, Reading, Hiking",Auditory,Small group,Afternoon,"Computer Vision, Machine Learning, NLP"
202423128,Aurora,Silas,Brown,Female,2002-04-06,United States,United States,(919) 441-2843,aurora.brown67@gmail.com,"3322 Cedar Avenue, Apt 39",Denver,CA,37131,Yale University,3.3,3.59,41,82,5,"ECON101, BIO202, PHYS101, CS201, AI501",18,"Python, R, AWS, JavaScript, Cybersecurity, TensorFlow, Docker, Git","Critical Thinking, Communication, Problem-solving",None,"Software Engineer, Cybersecurity Analyst, Data Scientist","Hiking, Reading, Cooking",Kinesthetic,Small group,Late night,"Cybersecurity, Machine Learning, Computer Vision, None"
202540197,Allison,Levi,Reed,Female,2003-09-27,United States,United States,(811) 374-7525,allison.reed96@gmail.com,3266 Pine Drive,Houston,WA,12505,Columbia University,2.97,3.05; 2.58; 2.61; 2.44; 3.04; 2.04,97,21,6,"BIO202, DS401, CYBER301, CS201, BIO202, DATA201",24,"R, Pandas, Cybersecurity, Java, C++, Docker, Python","Teamwork, Time Management, Leadership","Artificial Intelligence, Data Science, Machine Learning","Software Engineer, AI Researcher, Data Scientist, Cybersecurity Analyst","Music, Hiking, Sports, Reading",Kinesthetic,One-on-one,Morning,"Machine Learning, None, NLP"
202347618,Abigail,Silas,Green,Female,2004-06-02,United States,United States,(565) 303-9040,abigail.green19@gmail.com,2147 Cedar Drive,Chicago,WA,77463,Massachusetts Institute of Technology,2.41,2.07; 3.27; 3.95; 3.34; 3.15,103,8,5,"CS101, CYBER301, CS101, ML502, ML502",16,"JavaScript, SQL, Pandas, Deep Learning, R, PyTorch","Communication, Time Management, Leadership, Problem-solving, Critical Thinking, Teamwork","Machine Learning, NLP, Cybersecurity, Computer Vision","ML Engineer, Cybersecurity Analyst, Software Engineer","Reading, Sports, Photography",Visual,Alone,Late night,AI
202419715,Christopher,Grace,Hill,Male,2005-11-23,United States,United States,(368) 566-4323,christopher.hill43@gmail.com,7894 Park Boulevard,Miami,TX,16244,University of Illinois Urbana-Champaign,2.53,2.93; 2.5; 2.89; 2.69; 2.72; 3.56,91,26,3,"BIO202, MATH101, DS401",10,"C++, TensorFlow, JavaScript, AWS","Leadership, Time Management, Teamwork, Communication, Critical Thinking, Problem-solving","Cybersecurity, Computer Vision, Machine Learning","Data Scientist, Cybersecurity Analyst, ML Engineer, Software Engineer","Reading, Sports, Cooking",Reading/Writing,Small group,Morning,"AI, Machine Learning, NLP, Cybersecurity"
202163276,Cora,Emily,Bennett,Female,2004-10-08,United States,United States,(937) 206-7508,cora.bennett98@gmail.com,"5006 Main Boulevard, Apt 150",Seattle,FL,90632,Carnegie Mellon University,2.66,None,41,74,4,"CS101, ECON101, MATH101, CYBER301",15,"SQL, Docker, Cybersecurity, Python, R, PyTorch, Pandas, JavaScript, Deep Learning","Teamwork, Critical Thinking, Problem-solving, Time Management, Leadership","Data Science, NLP",AI Researcher,"Cooking, Music, Reading, Gaming, Photography",Reading/Writing,Small group,Late night,"Cybersecurity, Data Science"
202297979,Ayla,Grace,Rivera,Female,2003-11-04,United States,United States,(408) 572-9776,ayla.rivera30@gmail.com,2582 Hill Boulevard,Miami,CA,91249,University of California--Berkeley,2.83,2.16; 3.38; 3.6,39,84,6,"MATH101, MATH101, DS401, BIO202, CYBER301, PHYS101",20,"R, Pandas, Machine Learning, Java, Python, PyTorch, Git, Docker, TensorFlow","Critical Thinking, Problem-solving, Teamwork, Time Management, Leadership, Communication",Artificial Intelligence,Cybersecurity Analyst,"Sports, Reading, Photography",Auditory,Online,Evening,"Computer Vision, AI"
202077192,Leonardo,Logan,Young,Male,2001-08-31,United States,United States,(734) 783-5220,leonardo.young17@gmail.com,4948 Cedar Way,Los Angeles,CA,80801,University of Pennsylvania,3.97,3.41; 3.54; 2.91; 2.59; 3.76; 2.35,121,0,3,"AI501, CYBER301, PHYS101",12,"Python, Git, C++, SQL, AWS, PyTorch, Docker, Machine Learning, R","Leadership, Time Management, Critical Thinking","Machine Learning, Data Science","AI Researcher, Data Scientist, Software Engineer","Sports, Gaming",Kinesthetic,Alone,Afternoon,Machine Learning
202527357,Gianna,Adam,Reyes,Female,2002-04-19,United States,United States,(404) 869-6649,gianna.reyes9@gmail.com,"6514 Oak Lane, Apt 87",Denver,GA,29843,University of Wisconsin--Madison,2.62,None,88,31,3,"AI501, BIO202, BIO202",9,"Git, JavaScript, R, SQL, Docker","Communication, Time Management, Critical Thinking, Problem-solving, Leadership, Teamwork","Data Science, Machine Learning, Artificial Intelligence","ML Engineer, Data Scientist, AI Researcher, Cybersecurity Analyst","Music, Photography, Gaming, Hiking, Reading, Sports",Visual,Online,Late night,Data Science
202041404,Mila,Grayson,Turner,Female,2001-12-09,United States,United States,(213) 883-2673,mila.turner78@gmail.com,7974 Pine Way,Seattle,WA,25720,Northwestern University,2.8,3.62; 3.02; 2.04; 3.09,18,111,3,"AI501, CS201, CS201",10,"Python, Docker, Pandas, JavaScript, TensorFlow, SQL, AWS","Communication, Teamwork, Leadership, Critical Thinking",,"Software Engineer, Cybersecurity Analyst, AI Researcher, Data Scientist","Cooking, Music",Auditory,Online,Morning,"Cybersecurity, None"
202287795,Greyson,Gael,Cooper,Male,2006-08-26,United States,United States,(528) 409-9325,greyson.cooper21@gmail.com,"2875 Main Avenue, Apt 65",Denver,MA,92306,University of Wisconsin--Madison,3.71,3.23,135,0,4,"PSY101, DATA201, PHYS101, CYBER301",13,"JavaScript, Cybersecurity, C++, Java, Deep Learning, Python, Pandas, PyTorch, SQL","Critical Thinking, Time Management, Leadership, Teamwork, Problem-solving, Communication",Machine Learning,"Cybersecurity Analyst, Software Engineer, ML Engineer","Photography, Sports, Gaming, Music, Reading, Cooking",Reading/Writing,One-on-one,Late night,"NLP, Data Science"
202041599,Logan,Xavier,Baker,Male,2001-10-17,United States,United States,(605) 570-1439,logan.baker7@gmail.com,"8813 Elm Road, Apt 79",Miami,CA,49178,University of Pennsylvania,3.17,2.67,66,53,6,"PSY101, DS401, CS201, CS201, ML502, CS101",22,"JavaScript, R, Git, Pandas","Teamwork, Communication, Critical Thinking, Leadership, Time Management",,"Data Scientist, Software Engineer, AI Researcher","Sports, Photography",Auditory,One-on-one,Morning,"Data Science, AI"
202274350,Theo,Christian,Ramos,Male,2006-07-05,United States,United States,(702) 737-8052,theo.ramos20@gmail.com,9625 Hill Avenue,New York,CA,67837,Georgia Institute of Technology,3.06,2.74; 3.34; 3.9; 4.0; 3.22; 3.92,36,93,4,"PSY101, CYBER301, CS201, MATH101",13,"SQL, Git, Machine Learning, Java, Deep Learning, Pandas","Critical Thinking, Teamwork, Time Management, Communication, Leadership",,"Software Engineer, Data Scientist, Cybersecurity Analyst","Photography, Hiking",Visual,Online,Late night,None
202334713,Nicholas,Ian,Williams,Male,2006-03-16,United States,United States,(784) 435-1221,nicholas.williams10@gmail.com,"7158 Park Street, Apt 60",Austin,CA,14470,University of Illinois Urbana-Champaign,3.16,3.98; 2.97; 2.6,119,0,6,"PSY101, PHYS101, EE301, ECON101, EE301, CS201",20,"AWS, Machine Learning, SQL, TensorFlow, Docker, Python","Teamwork, Time Management, Leadership, Problem-solving, Communication, Critical Thinking",,Cybersecurity Analyst,"Sports, Photography",Visual,Small group,Evening,"NLP, Data Science"
202061867,Lyla,Brooklyn,Phillips,Female,2003-04-05,United States,United States,(448) 395-6113,lyla.phillips82@gmail.com,1955 Oak Way,Austin,IL,60536,University of California--Los Angeles,2.3,2.36; 3.22; 3.36; 3.99; 2.15; 2.55,108,14,3,"CS201, DS401, PSY101",10,"JavaScript, Machine Learning, TensorFlow, Cybersecurity, Java","Communication, Leadership, Time Management, Teamwork, Problem-solving, Critical Thinking","Computer Vision, Artificial Intelligence, NLP, Cybersecurity","ML Engineer, Software Engineer, Cybersecurity Analyst, Data Scientist","Hiking, Cooking, Photography, Sports, Reading",Reading/Writing,Small group,Morning,"Machine Learning, NLP, Data Science, None"
